id,username,created_at,lng,lat,text
1516322249707384833,s8nlovesyou666,Tue Apr 19 07:46:10 +0000 2022,-117.104989,32.810012,Here are some phone wallpapers for you https://t.co/WL8jU2VxWl
1516322252068990985,yktskam,Tue Apr 19 07:46:11 +0000 2022,-95.562444,29.623472,asap carti and trav are not dropping
1516322254900113415,mrsberthamason1,Tue Apr 19 07:46:12 +0000 2022,-73.9685415,40.780709,@Jerusalem_Post @sfrantzman Mask mandates  while providing food and drink onboard =????
1516322256330190850,babyysierraaa,Tue Apr 19 07:46:12 +0000 2022,-117.386642,34.0976985,My whole tik tok is gonna be engagement videos .. PREPARE TO BE SICK OF ME
1516322260554072064,BasementTrix,Tue Apr 19 07:46:13 +0000 2022,-86.791549,36.200008,"Duh!  Why do you think we haven't cured anything since polio?  Everything is a ""treatment"", not a ""cure""."
1516322263926157313,SladynN,Tue Apr 19 07:46:14 +0000 2022,-118.4119065,34.0207895,"@ssh_reshta Not really, because it’s supposed to be our secret."
1516322268389027840,AhearnColeen,Tue Apr 19 07:46:15 +0000 2022,-70.614284,41.680606999999995,@SARA2001NOOR @Texy_Liz @Wipapa5 @NewJeffCT @DonnaLouiseDLH @tatn @JastheCat1 @Meidas_Jules @Julius_Kim… https://t.co/whHFS9N43U
1516322289255596032,VeronicaNCase,Tue Apr 19 07:46:20 +0000 2022,-81.705467,41.495939500000006,Bf said he’d read the Blood and Ash series 🥰
1516322294359990275,AllenOLantern,Tue Apr 19 07:46:21 +0000 2022,-118.4119065,34.0207895,I miss being able to do whatever I want without interjection or judgement especially in my own home. I can't even r… https://t.co/TH5gcLHbUb
1516322297300217856,sanchohack,Tue Apr 19 07:46:22 +0000 2022,-118.4119065,34.0207895,@JaredJCleary I’m going to take you up on that
1516322303205797888,whooooa_nelly,Tue Apr 19 07:46:23 +0000 2022,-111.7375655,33.4057545,This for the ho that keep tryna bother me 🙃
1516322306804563970,2_baked,Tue Apr 19 07:46:24 +0000 2022,-104.92209349999999,39.713563,@Devs1024 😂😂 I be high
1516322317281996800,yuewin_,Tue Apr 19 07:46:27 +0000 2022,-79.9970405,39.6468725,I do what tf I want. ALWAYS
1516322318817058821,511nyBinghamton,Tue Apr 19 07:46:27 +0000 2022,-75.761497,42.095298,Incident on #NY17 EB from Exit   - Old RT 17 to Exit 78 - CR 28 https://t.co/SqixUeSOuK
1516322318821339139,511NY,Tue Apr 19 07:46:27 +0000 2022,-75.761497,42.095298,Incident on #NY17 EB from Exit   - Old RT 17 to Exit 78 - CR 28 https://t.co/Y4pVMHUwqk
